# Time-averaged data for fix dave
# TimeStep v_rho
12382000 0.782131
12383000 0.782131
12384000 0.782132
12385000 0.782133
12386000 0.782133
12387000 0.782134
12388000 0.782134
12389000 0.782135
12390000 0.782135
12391000 0.782136
12392000 0.782137
12393000 0.782137
12394000 0.782138
12395000 0.782138
12396000 0.782139
12397000 0.782139
12398000 0.78214
12399000 0.78214
12400000 0.782141
12401000 0.782142
12402000 0.782142
12403000 0.782143
12404000 0.782143
12405000 0.782144
12406000 0.782144
12407000 0.782145
12408000 0.782145
12409000 0.782146
12410000 0.782146
12411000 0.782147
12412000 0.782147
12413000 0.782148
12414000 0.782148
12415000 0.782149
12416000 0.782149
12417000 0.78215
12418000 0.78215
12419000 0.782151
12420000 0.782151
12421000 0.782152
12422000 0.782152
12423000 0.782153
12424000 0.782153
12425000 0.782154
12426000 0.782154
12427000 0.782155
12428000 0.782155
12429000 0.782156
12430000 0.782156
12431000 0.782157
12432000 0.782157
12433000 0.782158
12434000 0.782158
12435000 0.782159
12436000 0.782159
12437000 0.78216
12438000 0.78216
12439000 0.782161
12440000 0.782161
12441000 0.782161
12442000 0.782162
12443000 0.782162
12444000 0.782163
12445000 0.782163
12446000 0.782164
12447000 0.782164
12448000 0.782165
12449000 0.782165
12450000 0.782165
12451000 0.782166
12452000 0.782166
12453000 0.782167
12454000 0.782167
12455000 0.782168
12456000 0.782168
12457000 0.782168
12458000 0.782169
12459000 0.782169
12460000 0.78217
12461000 0.78217
12462000 0.782171
12463000 0.782171
12464000 0.782171
12465000 0.782172
12466000 0.782172
12467000 0.782173
12468000 0.782173
12469000 0.782173
12470000 0.782174
12471000 0.782174
12472000 0.782175
12473000 0.782175
12474000 0.782175
12475000 0.782176
12476000 0.782176
12477000 0.782177
12478000 0.782177
12479000 0.782177
12480000 0.782178
12481000 0.782178
12482000 0.782178
12483000 0.782179
12484000 0.782179
12485000 0.78218
12486000 0.78218
12487000 0.78218
12488000 0.782181
12489000 0.782181
12490000 0.782181
12491000 0.782182
12492000 0.782182
12493000 0.782182
12494000 0.782183
12495000 0.782183
12496000 0.782183
12497000 0.782184
12498000 0.782184
12499000 0.782185
12500000 0.782185
12501000 0.782185
12502000 0.782186
12503000 0.782186
12504000 0.782186
12505000 0.782187
12506000 0.782187
12507000 0.782187
12508000 0.782188
12509000 0.782188
12510000 0.782188
12511000 0.782188
