# Time-averaged data for fix state_variables
# TimeStep c_thermo_temp v_vol v_rho v_etotal v_a v_b v_c
332000 292.081 1.81196e+07 0.0048433 6013.11 262.653 262.653 262.653
333000 291.297 1.8115e+07 0.00484453 5987.15 262.631 262.631 262.631
334000 293.298 1.81104e+07 0.00484576 6020.99 262.609 262.609 262.609
335000 292.288 1.81058e+07 0.00484699 5991.35 262.587 262.587 262.587
336000 291.573 1.81012e+07 0.00484822 5982.02 262.564 262.564 262.564
337000 292.647 1.80966e+07 0.00484945 6007.3 262.542 262.542 262.542
338000 292.53 1.8092e+07 0.00485068 5993.37 262.52 262.52 262.52
339000 293.431 1.80875e+07 0.00485191 6013.42 262.498 262.498 262.498
340000 293.451 1.80829e+07 0.00485314 6007.52 262.476 262.476 262.476
341000 295.128 1.80783e+07 0.00485437 6066.11 262.454 262.454 262.454
342000 293.507 1.80737e+07 0.0048556 6003.12 262.431 262.431 262.431
343000 293.325 1.80691e+07 0.00485683 5986.25 262.409 262.409 262.409
344000 291.372 1.80645e+07 0.00485807 5942.72 262.387 262.387 262.387
345000 293.177 1.80599e+07 0.0048593 5991.42 262.365 262.365 262.365
346000 294.286 1.80554e+07 0.00486053 6014.97 262.343 262.343 262.343
347000 294.554 1.80508e+07 0.00486177 6001.86 262.32 262.32 262.32
348000 293.783 1.80462e+07 0.004863 5993.18 262.298 262.298 262.298
349000 294.642 1.80416e+07 0.00486423 6010.29 262.276 262.276 262.276
350000 295.038 1.8037e+07 0.00486547 5997.52 262.254 262.254 262.254
351000 293.312 1.80325e+07 0.00486671 5970.2 262.232 262.232 262.232
352000 293.319 1.80279e+07 0.00486794 5971.93 262.209 262.209 262.209
353000 292.443 1.80233e+07 0.00486918 5960.16 262.187 262.187 262.187
354000 293.899 1.80187e+07 0.00487041 6007.27 262.165 262.165 262.165
355000 292.596 1.80141e+07 0.00487165 5966.3 262.143 262.143 262.143
356000 292.937 1.80096e+07 0.00487289 5963.44 262.121 262.121 262.121
357000 293.618 1.8005e+07 0.00487413 5992.91 262.098 262.098 262.098
358000 292.297 1.80004e+07 0.00487537 5955.94 262.076 262.076 262.076
359000 294.774 1.79959e+07 0.0048766 6029.68 262.054 262.054 262.054
360000 293.311 1.79913e+07 0.00487784 6001.84 262.032 262.032 262.032
361000 293.328 1.79867e+07 0.00487908 5985.84 262.01 262.01 262.01
362000 294.691 1.79821e+07 0.00488032 6025.45 261.987 261.987 261.987
