# Time-averaged data for fix dave
# TimeStep v_rho
126377000 0.764983
126378000 0.764983
126379000 0.764984
126380000 0.764982
126381000 0.764982
126382000 0.764985
126383000 0.764991
126384000 0.764995
126385000 0.764998
126386000 0.765001
126387000 0.765005
126388000 0.765008
126389000 0.765014
126390000 0.765013
126391000 0.76501
126392000 0.765007
126393000 0.765002
126394000 0.765
126395000 0.764996
126396000 0.764996
126397000 0.764995
126398000 0.764997
126399000 0.764997
126400000 0.765001
126401000 0.765007
126402000 0.765008
126403000 0.76501
126404000 0.765008
126405000 0.765008
126406000 0.765006
126407000 0.765007
126408000 0.765005
126409000 0.765003
126410000 0.765004
126411000 0.765009
126412000 0.765013
126413000 0.765014
126414000 0.765012
126415000 0.765013
126416000 0.765012
126417000 0.765013
126418000 0.76501
126419000 0.76501
126420000 0.765008
126421000 0.765008
126422000 0.76501
126423000 0.765006
126424000 0.765008
126425000 0.76501
126426000 0.765013
126427000 0.765017
126428000 0.765017
126429000 0.765019
126430000 0.765021
126431000 0.76502
126432000 0.765026
126433000 0.76503
126434000 0.765035
126435000 0.765033
126436000 0.765032
126437000 0.765034
126438000 0.765041
126439000 0.765042
126440000 0.765043
126441000 0.765047
126442000 0.765044
126443000 0.765045
126444000 0.765047
126445000 0.76505
126446000 0.765055
126447000 0.765061
126448000 0.765064
126449000 0.765069
126450000 0.765072
126451000 0.765073
126452000 0.765079
126453000 0.76508
126454000 0.765082
126455000 0.76508
126456000 0.765074
126457000 0.765071
126458000 0.765069
126459000 0.765071
126460000 0.765072
126461000 0.765071
126462000 0.765067
126463000 0.765066
126464000 0.765063
126465000 0.765055
126466000 0.765055
126467000 0.76505
126468000 0.765046
126469000 0.765042
126470000 0.765037
126471000 0.765036
126472000 0.765037
126473000 0.765035
126474000 0.765034
126475000 0.765026
126476000 0.765024
126477000 0.765021
126478000 0.765016
126479000 0.765013
126480000 0.765011
126481000 0.765006
126482000 0.764999
126483000 0.764992
126484000 0.764988
126485000 0.764975
126486000 0.764971
126487000 0.764965
126488000 0.764956
126489000 0.764954
126490000 0.764952
126491000 0.764952
126492000 0.764952
126493000 0.764949
126494000 0.764948
126495000 0.764949
126496000 0.764948
126497000 0.764948
126498000 0.764945
126499000 0.764943
126500000 0.764944
126501000 0.764948
126502000 0.764951
126503000 0.764953
126504000 0.764951
126505000 0.764945
126506000 0.764947
126507000 0.764949
126508000 0.764949
126509000 0.764949
126510000 0.764946
126511000 0.764943
126512000 0.764944
126513000 0.764941
126514000 0.764937
126515000 0.764931
126516000 0.764929
126517000 0.76493
126518000 0.764935
126519000 0.764934
126520000 0.764936
126521000 0.764938
126522000 0.764941
126523000 0.764941
126524000 0.764943
126525000 0.764947
126526000 0.764952
126527000 0.764954
126528000 0.76496
126529000 0.764964
126530000 0.764965
126531000 0.764965
126532000 0.764966
126533000 0.764962
126534000 0.76496
126535000 0.764957
126536000 0.764954
126537000 0.764955
